"","id","reference","species","group","guild","biome","distance","human_dens","body_mass","yi","vi"
"203",203,"Bowkett et al., 2008","Cephalophus spadix","Mammals","Herb","Montane forest",7.37,16.97,56,-3.17805383034795,1.27938368055556
"204",204,"Bowkett et al., 2008","Cephalophus spadix","Mammals","Herb","Montane forest",8.45,16.97,56,-1.79175946922805,1.42469618055556
"205",205,"Bowkett et al., 2008","Neotragus moschatus","Mammals","Herb","Montane forest",5.2,16.97,6.5,4.77286143025932,0.481491048380646
"206",206,"Bowkett et al., 2008","Neotragus moschatus","Mammals","Herb","Montane forest",6.6,16.97,6.5,4.34380542185368,0.764356518117451
"207",207,"Bowkett et al., 2008","Neotragus moschatus","Mammals","Herb","Montane forest",7.37,16.97,6.5,3.86343282126138,0.628736090030871
"208",208,"Bowkett et al., 2008","Neotragus moschatus","Mammals","Herb","Montane forest",8.45,16.97,6.5,0.505094949057006,0.979567084860103
"209",209,"Brickle, 2002","Pavo muticus","Birds","Inver","Tropical forest",1.5,7.85,2.21,-1.31618479493286,0.440816070312283
"210",210,"Brickle, 2002","Pavo muticus","Birds","Inver","Tropical forest",3.5,7.85,2.21,-0.68757613551049,0.385616395833117
"211",211,"Brickle, 2002","Pavo muticus","Birds","Inver","Tropical forest",5.5,7.85,2.21,-0.118481603620523,0.431325948461573
"212",212,"Brickle, 2002","Pavo muticus","Birds","Inver","Tropical forest",7.5,7.85,2.21,-0.19017353207664,0.484725591768917
"213",213,"Brickle, 2002","Pavo muticus","Birds","Inver","Tropical forest",9.5,7.85,2.21,0.0111112254250708,0.798482656359691
"214",214,"Cabassu, 2010","Crax rubra","Birds","Frug","Tropical forest",1,0.73,4.13,-1.47060146757988,3.02409784748031
"215",215,"Cabassu, 2010","Crax rubra","Birds","Frug","Tropical forest",3,0.73,4.13,-1.47060146757988,3.02409784748031
"216",216,"Cabassu, 2010","Crax rubra","Birds","Frug","Tropical forest",5,0.73,4.13,-1.47060146757988,3.02409784748031
"217",217,"Cabassu, 2010","Penelope purpurascens","Birds","Frug","Tropical forest",1,0.73,2.06,-1.81915844341617,2.90982233224475
"218",218,"Cabassu, 2010","Penelope purpurascens","Birds","Frug","Tropical forest",3,0.73,2.06,0.210450724515791,0.620425716164857
"219",219,"Cabassu, 2010","Penelope purpurascens","Birds","Frug","Tropical forest",5,0.73,2.06,-0.726738124995981,1.15915677305986
"220",220,"Cabassu, 2010","Cebus capuchinus","Mammals","Omn","Tropical forest",3,0.73,2.73,1.64261631113142,1.4351852462086
"221",221,"Cabassu, 2010","Cebus capuchinus","Mammals","Omn","Tropical forest",5,0.73,2.73,0.0697957619355417,1.24502265045159
"222",222,"Cabassu, 2010","Cuniculus paca","Mammals","Omn","Tropical forest",1,0.73,8.17,-1.3408863215809,1.55682525496664
"223",223,"Cabassu, 2010","Cuniculus paca","Mammals","Omn","Tropical forest",3,0.73,8.17,-2.02473110947853,2.85947795325474
"224",224,"Cabassu, 2010","Cuniculus paca","Mammals","Omn","Tropical forest",5,0.73,8.17,-2.02473110947853,0.365454829601983
"225",225,"Cabassu, 2010","Dasyprocta punctata","Mammals","Omn","Tropical forest",1,0.73,2.67,0.0855919303354035,0.314612479121665
"226",226,"Cabassu, 2010","Dasyprocta punctata","Mammals","Omn","Tropical forest",3,0.73,2.67,-0.68046202103263,0.529588794566873
"227",227,"Cabassu, 2010","Dasyprocta punctata","Mammals","Omn","Tropical forest",5,0.73,2.67,-0.631271776841858,0.271608851889522
"228",228,"Cabassu, 2010","Dasypus novemcinctus","Mammals","Inver","Tropical forest",1,0.73,4.2,-0.985633804730471,0.309846762485477
"229",229,"Cabassu, 2010","Dasypus novemcinctus","Mammals","Inver","Tropical forest",3,0.73,4.2,-0.216628870293016,0.175389154677363
"230",230,"Cabassu, 2010","Dasypus novemcinctus","Mammals","Inver","Tropical forest",5,0.73,4.2,-0.389900591567053,0.202281412465957
"231",231,"Cabassu, 2010","Leopardus pardalis","Mammals","Carn","Tropical forest",3,0.73,11.9,-0.747214401830221,10.3110259922356
"232",232,"Cabassu, 2010","Leopardus wiedii and Herpailurus yaguarondi","Mammals","Carn","Tropical forest",1,0.73,5.07,-1.01160091167848,4.85202634703323
"233",233,"Cabassu, 2010","Leopardus wiedii and Herpailurus yaguarondi","Mammals","Carn","Tropical forest",3,0.73,5.07,-0.332439973093275,2.93478876662118
"234",234,"Cabassu, 2010","Leopardus wiedii and Herpailurus yaguarondi","Mammals","Carn","Tropical forest",5,0.73,5.07,-0.10648348040245,1.05738348989038
"235",235,"Cabassu, 2010","Mazama americana","Mammals","Herb","Tropical forest",1,0.73,22.8,-1.12900976585248,3.17949889425169
"236",236,"Cabassu, 2010","Mazama americana","Mammals","Herb","Tropical forest",3,0.73,22.8,-1.53447487396065,4.4801186277418
"237",237,"Cabassu, 2010","Mazama americana","Mammals","Herb","Tropical forest",5,0.73,22.8,-1.53447487396065,0.685475770598937
"238",238,"Cabassu, 2010","Myrmecophaga tridactyla","Mammals","Inver","Tropical forest",1,0.73,22.33,-0.747214401830221,10.3110259922356
"239",239,"Cabassu, 2010","Myrmecophaga tridactyla","Mammals","Inver","Tropical forest",3,0.73,22.33,-0.747214401830221,10.3110259922356
"240",240,"Cabassu, 2010","Myrmecophaga tridactyla","Mammals","Inver","Tropical forest",5,0.73,22.33,-0.747214401830221,2.53677555131849
"241",241,"Cabassu, 2010","Nasua narica","Mammals","Frug","Tropical forest",1,0.73,4.03,1.52146913948814,0.801030186070811
"242",242,"Cabassu, 2010","Nasua narica","Mammals","Frug","Tropical forest",3,0.73,4.03,1.46987331900541,0.811527032591095
"243",243,"Cabassu, 2010","Nasua narica","Mammals","Frug","Tropical forest",5,0.73,4.03,2.16226378367605,0.738271553584919
"244",244,"Cabassu, 2010","Odocoileus virginianus","Mammals","Herb","Tropical forest",1,0.73,55.51,-1.15745278869104,1.19767289653404
"245",245,"Cabassu, 2010","Odocoileus virginianus","Mammals","Herb","Tropical forest",3,0.73,55.51,-1.03889305396649,1.0856969832908
"246",246,"Cabassu, 2010","Odocoileus virginianus","Mammals","Herb","Tropical forest",5,0.73,55.51,-1.03889305396649,0.342339418822935
"247",247,"Cabassu, 2010","Panthera onca","Mammals","Carn","Tropical forest",3,0.73,100,-0.307154175864601,2.36432912725979
"248",248,"Cabassu, 2010","Panthera onca","Mammals","Carn","Tropical forest",5,0.73,100,-0.307154175864601,0.894817701934702
"249",249,"Cabassu, 2010","Pecari tajacu","Mammals","Herb","Tropical forest",1,0.73,21.27,0.636907462237069,0.289145178221875
"250",250,"Cabassu, 2010","Pecari tajacu","Mammals","Herb","Tropical forest",3,0.73,21.27,1.20864935220984,0.231920417996727
"251",251,"Cabassu, 2010","Pecari tajacu","Mammals","Herb","Tropical forest",5,0.73,21.27,1.34644845257269,0.300707620287698
"252",252,"Cabassu, 2010","Puma concolor","Mammals","Carn","Tropical forest",1,0.73,51.6,-1.17007125265025,3.15901300891612
"253",253,"Cabassu, 2010","Puma concolor","Mammals","Carn","Tropical forest",3,0.73,51.6,-2.26868354131836,8.43924032618048
"254",254,"Cabassu, 2010","Puma concolor","Mammals","Carn","Tropical forest",5,0.73,51.6,-1.57553636075842,0.664989885263369
"255",255,"Cabassu, 2010","Tamandua mexicana","Mammals","Inver","Tropical forest",1,0.73,4.21,-0.245122458032985,11.8354784378729
"256",256,"Cabassu, 2010","Tamandua mexicana","Mammals","Inver","Tropical forest",3,0.73,4.21,0.853489830635125,6.55525112060854
"257",257,"Cabassu, 2010","Tapirus bairdii","Mammals","Herb","Tropical forest",1,0.73,300,-2.05814904102838,1.74283978404914
"258",258,"Cabassu, 2010","Tapirus bairdii","Mammals","Herb","Tropical forest",3,0.73,300,-2.28410553371921,2.15073363545487
"259",259,"Cabassu, 2010","Tapirus bairdii","Mammals","Herb","Tropical forest",5,0.73,300,-1.46538104577606,0.273328358724059
"260",260,"Cabassu, 2010","Tayassu pecari","Mammals","Frug","Tropical forest",3,0.73,32.23,-1.62048774862069,8.91834810149829
"261",261,"Cabassu, 2010","Tayassu pecari","Mammals","Frug","Tropical forest",5,0.73,32.23,-1.62048774862069,1.14409766058118
"262",262,"Chiarello, 1999","Callicebus personatus","Mammals","Omn","Atlantic forest",6.9,28.88,1.35,0.299803432984126,0.0459109746980951
"263",263,"Chiarello, 1999","Callithrix geoffroyi","Mammals","Omn","Atlantic forest",6.9,28.88,0.34,-0.176781376418339,0.0326944218654043
"264",264,"Chiarello, 1999","Dasyprocta leporina","Mammals","Omn","Atlantic forest",6.9,28.88,3.02,-1.11539120579722,0.0214211736483136
"265",265,"Chiarello, 1999","Dasypus novemcinctus","Mammals","Inver","Atlantic forest",6.9,28.88,4.2,0,0.536920717592593
"266",266,"Chiarello, 1999","Didelphis aurita","Mammals","Carn","Atlantic forest",6.9,28.88,1.16,0.54654370636807,0.0778821368643202
"267",267,"Chiarello, 1999","Mazama americana and M. gouazoubira","Mammals","Herb","Atlantic forest",6.9,28.88,18.59,-1.42711635564015,0.0654685788055556
"268",268,"Chiarello, 1999","Nasua nasua","Mammals","Frug","Atlantic forest",6.9,28.88,3.79,0.693147180559945,0.326152222222222
"269",269,"Chiarello, 1999","Sapajus apella","Mammals","Omn","Atlantic forest",6.9,28.88,2.5,-0.492108499813053,0.0342031540252966
"270",270,"Chiarello, 1999","Sciurus aestuans","Mammals","Frug","Atlantic forest",6.9,28.88,0.19,-0.104624951078872,0.00901260333388523
"271",271,"Chiarello, 1999","Sylvilagus brasiliensis","Mammals","Herb","Atlantic forest",6.9,28.88,0.95,-1.24521576285999,0.0716589984352041
"272",272,"Cronin, 2013","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",0.1,7.84,3.92,-0.326215736454024,0.154013087938362
"273",273,"Cronin, 2013","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",2,7.84,3.92,-0.837041360220015,0.284504560241569
"274",274,"Cronin, 2013","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",4,7.84,3.92,-0.514267967956964,0.181822376131302
"275",275,"Cronin, 2013","Cercopithecus pogonias","Mammals","Frug","Tropical forest",0.1,7.84,3.76,1.07044141170141,0.415449405436778
"276",276,"Cronin, 2013","Cercopithecus pogonias","Mammals","Frug","Tropical forest",2,7.84,3.76,1.02663878904302,0.425398642411904
"277",277,"Cronin, 2013","Cercopithecus pogonias","Mammals","Frug","Tropical forest",4,7.84,3.76,1.08462604669337,0.425685684103316
"278",278,"Cronin, 2013","Colobus satanas","Mammals","Herb","Tropical forest",0.1,7.84,4.32,-1.85629799036563,1.21643971354167
"279",279,"Cronin, 2013","Colobus satanas","Mammals","Herb","Tropical forest",2,7.84,4.32,-0.757685701697516,0.372208602430555
"280",280,"Cronin, 2013","Colobus satanas","Mammals","Herb","Tropical forest",4,7.84,4.32,0.271933715483642,0.392951278167517
"281",281,"Cronin, 2013","Mandrillus leucophaeus","Mammals","Frug","Tropical forest",0.1,7.84,15,-1.16315080980568,1.47656666666667
"282",282,"Cronin, 2013","Mandrillus leucophaeus","Mammals","Frug","Tropical forest",2,7.84,15,-0.374693449441411,0.72817217630854
"283",283,"Cronin, 2013","Mandrillus leucophaeus","Mammals","Frug","Tropical forest",4,7.84,15,-0.0645385211375712,0.890633333333333
"284",284,"Cronin, 2013","Procolobus pennantii","Mammals","Herb","Tropical forest",0.1,7.84,10.9,1.56861591791385,0.620911144179894
"285",285,"Cronin, 2013","Procolobus pennantii","Mammals","Herb","Tropical forest",2,7.84,10.9,1.02961941718116,0.759008673469388
"286",286,"Cronin, 2013","Procolobus pennantii","Mammals","Herb","Tropical forest",4,7.84,10.9,1.28093384546206,0.657623525377229
"287",287,"Cronin, 2013","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",0.1,7.84,3.92,0.485507815781701,0.236409023668639
"288",288,"Cronin, 2013","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",2,7.84,3.92,0.513945751102234,0.241144750633243
"289",289,"Cronin, 2013","Cercopithecus nictitans","Mammals","Frug","Tropical forest",0.1,7.84,5.8,-0.154150679827258,2.82263085789871
"290",290,"Cronin, 2013","Cercopithecus nictitans","Mammals","Frug","Tropical forest",2,7.84,5.8,-0.847297860387204,4.45629457843744
"291",291,"Cronin, 2013","Cercopithecus pogonias","Mammals","Frug","Tropical forest",0.1,7.84,3.76,0.0246926125903714,0.453484362854452
"292",292,"Cronin, 2013","Cercopithecus pogonias","Mammals","Frug","Tropical forest",2,7.84,3.76,0.262364264467491,0.425202343665949
"293",293,"Cronin, 2013","Colobus satanas","Mammals","Herb","Tropical forest",0.1,7.84,4.32,0,2.62746598639456
"294",294,"Cronin, 2013","Mandrillus leucophaeus","Mammals","Frug","Tropical forest",0.1,7.84,15,0.251314428280906,2.35908919123205
"295",295,"Cronin, 2013","Mandrillus leucophaeus","Mammals","Frug","Tropical forest",2,7.84,15,0.619039208406223,2.13419069941048
"296",296,"Cronin, 2013","Procolobus pennantii","Mammals","Herb","Tropical forest",0.1,7.84,10.9,0.074107972153722,1.36584106186853
"297",297,"Cronin, 2013","Procolobus pennantii","Mammals","Herb","Tropical forest",2,7.84,10.9,0.802346472524937,1.08517298369791
"298",298,"Cronin, 2013","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",2,7.84,3.92,-1.44036158239017,1.54907971683595
"299",299,"Cronin, 2013","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",4,7.84,3.92,-1.44036158239017,1.82685749461373
"300",300,"Cullen Jr. et al., 2000; 2001","Crypturellus spp.","Birds","Frug","Atlantic deciduous forest",2.5,9.62,0.4,-2.09134952603545,0.358509913611027
"301",301,"Cullen Jr. et al., 2000; 2001","Penelope superciliaris","Birds","Frug","Atlantic deciduous forest",2.5,9.62,0.9,-1.19913017985015,0.0185681113129495
"302",302,"Cullen Jr. et al., 2000; 2001","Alouatta guariba","Mammals","Herb","Atlantic deciduous forest",2.5,9.62,5.19,-1.79467917933139,2.95794985477435
"303",303,"Cullen Jr. et al., 2000; 2001","Dasyprocta azarae","Mammals","Omn","Atlantic deciduous forest",2.5,9.62,2.31,-4.79503894841743,15.1909346783974
"304",304,"Cullen Jr. et al., 2000; 2001","Dasypus novemcinctus","Mammals","Inver","Atlantic deciduous forest",2.5,9.62,4.2,3.36729582998647,0.369608782871056
"305",305,"Cullen Jr. et al., 2000; 2001","Leontopithecus chrysopygus","Mammals","Omn","Atlantic deciduous forest",2.5,9.62,0.7,-0.441832752279039,0.160175566841079
"306",306,"Cullen Jr. et al., 2000; 2001","Mazama americana and M. gouazoubira","Mammals","Herb","Atlantic deciduous forest",2.5,9.62,18.59,0.993251773010283,0.326476909007773
"307",307,"Cullen Jr. et al., 2000; 2001","Nasua nasua","Mammals","Frug","Atlantic deciduous forest",2.5,9.62,3.79,1.9591351637812,0.127567598711567
"308",308,"Cullen Jr. et al., 2000; 2001","Pecari tajacu","Mammals","Herb","Atlantic deciduous forest",2.5,9.62,21.27,-0.21670889910343,0.0414049638788644
"309",309,"Cullen Jr. et al., 2000; 2001","Sapajus apella","Mammals","Omn","Atlantic deciduous forest",2.5,9.62,2.5,0.947093878017596,0.00783946780712699
"310",310,"Cullen Jr. et al., 2000; 2001","Sciurus aestuans","Mammals","Frug","Atlantic deciduous forest",2.5,9.62,0.19,1.76358859226136,0.140850340136054
"311",311,"Cullen Jr. et al., 2000; 2001","Tapirus terrestris","Mammals","Herb","Atlantic deciduous forest",2.5,9.62,207.5,0.392461023684958,0.0430498339279886
"312",312,"Cullen Jr. et al., 2000; 2001","Tayassu pecari","Mammals","Frug","Atlantic deciduous forest",2.5,9.62,32.23,0.382921558395838,0.0573608783058936
"313",313,"Cullen Jr. et al., 2000; 2001","Crypturellus spp.","Birds","Frug","Atlantic deciduous forest",2.5,11.17,0.4,-0.581731948883559,0.0123679617666082
"314",314,"Cullen Jr. et al., 2000; 2001","Penelope superciliaris","Birds","Frug","Atlantic deciduous forest",2.5,11.17,0.9,-1.31029266770094,0.0145120361228059
"315",315,"Cullen Jr. et al., 2000; 2001","Alouatta guariba","Mammals","Herb","Atlantic deciduous forest",2.5,11.17,5.19,3.05597953040257,0.0320639683242298
"316",316,"Cullen Jr. et al., 2000; 2001","Dasyprocta azarae","Mammals","Omn","Atlantic deciduous forest",2.5,11.17,2.31,-2.95882771661854,0.131008209723678
"317",317,"Cullen Jr. et al., 2000; 2001","Dasypus novemcinctus","Mammals","Inver","Atlantic deciduous forest",2.5,11.17,4.2,3.00638956802798,0.299022365254709
"318",318,"Cullen Jr. et al., 2000; 2001","Leontopithecus chrysopygus","Mammals","Omn","Atlantic deciduous forest",2.5,11.17,0.7,-2.3646204839135,0.729327100646353
"319",319,"Cullen Jr. et al., 2000; 2001","Mazama americana and M. gouazoubira","Mammals","Herb","Atlantic deciduous forest",2.5,11.17,18.59,1.02961941718116,0.289319727891156
"320",320,"Cullen Jr. et al., 2000; 2001","Nasua nasua","Mammals","Frug","Atlantic deciduous forest",2.5,11.17,3.79,1.89926821342417,0.113780202480989
"321",321,"Cullen Jr. et al., 2000; 2001","Pecari tajacu","Mammals","Herb","Atlantic deciduous forest",2.5,11.17,21.27,-4.31397317142887,9.50563362371714
"322",322,"Cullen Jr. et al., 2000; 2001","Sapajus apella","Mammals","Omn","Atlantic deciduous forest",2.5,11.17,2.5,-0.0728677075451285,0.01105530457523
"323",323,"Cullen Jr. et al., 2000; 2001","Sciurus aestuans","Mammals","Frug","Atlantic deciduous forest",2.5,11.17,0.19,2.35454483192476,0.0434296219889975
"324",324,"Cullen Jr. et al., 2000; 2001","Tapirus terrestris","Mammals","Herb","Atlantic deciduous forest",2.5,11.17,207.5,-0.00778214044205496,0.149137682284625
"325",325,"Cullen Jr. et al., 2000; 2001","Tayassu pecari","Mammals","Frug","Atlantic deciduous forest",2.5,11.17,32.23,-2.42309345640307,0.651499919474301
"326",326,"Cullen Jr. et al., 2000; 2001","Crypturellus spp.","Birds","Frug","Atlantic deciduous forest",2.5,18.45,0.4,-0.0297749861840373,0.0153968761052162
"327",327,"Cullen Jr. et al., 2000; 2001","Penelope superciliaris","Birds","Frug","Atlantic deciduous forest",2.5,18.45,0.9,-0.454716543695445,0.0107846622377245
"328",328,"Cullen Jr. et al., 2000; 2001","Alouatta guariba","Mammals","Herb","Atlantic deciduous forest",2.5,18.45,5.19,2.39709983327612,0.0394926448367778
"329",329,"Cullen Jr. et al., 2000; 2001","Dasyprocta azarae","Mammals","Omn","Atlantic deciduous forest",2.5,18.45,2.31,-0.387211667798814,0.0108913212242042
"330",330,"Cullen Jr. et al., 2000; 2001","Dasypus novemcinctus","Mammals","Inver","Atlantic deciduous forest",2.5,18.45,4.2,2.41718847573305,0.360019331275047
"331",331,"Cullen Jr. et al., 2000; 2001","Leontopithecus chrysopygus","Mammals","Omn","Atlantic deciduous forest",2.5,18.45,0.7,-0.978326122793608,0.229327100646353
"332",332,"Cullen Jr. et al., 2000; 2001","Nasua nasua","Mammals","Frug","Atlantic deciduous forest",2.5,18.45,3.79,-0.36852159291648,0.204303892881623
"333",333,"Cullen Jr. et al., 2000; 2001","Pecari tajacu","Mammals","Herb","Atlantic deciduous forest",2.5,18.45,21.27,-2.08414743271725,0.115596843041445
