Reference,Study,Group,Common_nam,SpID,Species,Order,BM,Guild,Type_hunting,Region,Country,Longitude,Latitude,Protected_Area,Access_point,N_hunted,N_control,Abund_hunted,Abund_control,SD_hunted,SD_control,unit,Distance_Km,RR,SamplingVar,Biome,HumanPopDens,TravelTime
"Mena et al.,2000",81,Mammals,Southern Amazon Red Squirrel,175,Sciurus spadiceus,Rodentia,0.4,Frug,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,16.7,18.8,4.087,4.336,n/km2,2,-0.118,0.002,Tropical forest,0.27,1485
"Nunez-Iturri et al., 2007",84,Mammals,Rice rat sp,244,Oryzomys spp.,Rodentia,0.06,Omn,SC,S America,Peru,-70.917,-12.233,No,Settlement,3,3,18.2,12.2,4.157,3.637,n/km2,5.5,0.4,0.047,Tropical forest,0.29,482
"Doherty, 2005",139,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,C America,Belize,-88.991,16.697,Yes,Settlement,1,1,17.32,13.471,4.162,3.67,obs/hour,11.68,0.252,0.132,Tropical forest,4.4,348
"Wright et al., 2000",100,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,SC,C America,Panama,-79.611,9.073,Yes,Settlement,17,17,17.341,98.844,4.164,9.942,n/km2,4,-1.739,0.004,Tropical forest,680.09,26
"Peres and Nascimento, 2006",15,Birds,Tinamous,67,Crypturellus spp.,Tinamiformes,0.4,Frug,S,S America,Brazil,-51.873,-7.687,Yes,Settlement,2,4,17.5,10.4,4.183,3.225,n/km2,2.75,0.521,0.053,Tropical forest,1.44,1816
"Stokes et al., 2010",48,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,18,14,2.889,7.071,4.185,8.607,n/km2,0.25,-0.895,0.222,Tropical forest,0.85,4481
"Kano and Asato, 1994",25,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,S,Africa,Congo,17.311,2.505,No,Settlement,12,12,17.647,44.286,4.201,6.655,nests/km,12.5,-0.919,0.007,Tropical forest,1.23,559
"Nijman, 2004",26,Mammals,Hose¡¯s Langur,149,Presbytis hosei,Primates,6.5,Frug,SC,Asia,Indonesia,115.817,2.883,No,Settlement,44,44,17.67,17.67,4.204,4.204,groups/km2,3,0,0.003,Tropical forest,0.26,3846
Endo et al 2010,57,Mammals,Southern Amazon Red and Sanborn's Squirrels,177,Sciurus spadiceus and S.sanborni.,Rodentia,0.27,Frug,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,14.8,16.4,4.218,4.789,n/km2,15,-0.102,0.055,Tropical forest,0.08,1667
"Peres, 1990",113,Mammals,White-fronted capuchin,30,Cebus albifrons,Primates,2.63,Omn,S,S America,Brazil,-67.098,-4.466,No,Settlement,10,10,17.9,19.35,4.231,4.399,n/km2,4.5,-0.078,0.011,Tropical forest,0.33,4807
"Fimbel et al, 2000",70,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,SC,Africa,Cameroon,15.37,2.32,No,Road & Settlement,15,15,2.26,3.82,4.239,34.215,n/km2,15,-0.524,5.583,Tropical forest,2.97,632
"Paciulli, 2004",102,Mammals,Pagai Island Macaque,278,Macaca pagensis,Primates,4.53,Frug,S,Asia,Indonesia,100.033,-2.635,No,Settlement,9,9,17.98,5.69,4.24,2.385,n/km2,4,1.151,0.026,Tropical forest,4.75,663
Endo et al 2010,57,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,9.2,21.7,4.26,6.532,n/km2,30,-0.858,0.102,Tropical forest,0.08,1706
"Parry et al., 2009",85,Birds,Tinamous,194,Tinamus spp,Tinamiformes,1.2,Frug,S,S America,Brazil,-52.67,-0.801,No,Settlement,6,8,7.472,7.441,4.266,5.552,n/km2,5,0.006,0.124,Tropical forest,0.53,299
"Hart, 2000",82,Mammals,Yellow back duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,SC,Africa,D.R. Congo,28.573,1.403,Yes,Settlement,284,117,0.7,1.05,4.297,5.517,n/km2,5,-0.405,0.369,Tropical forest,3.54,212
Espinosa-Andrade 2012,133,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,SC,S America,Ecuador,-76.01,-0.7,Yes,Settlement,25,26,18.646,6.174,4.318,2.485,n/100 trap days,16.5,1.105,0.008,Tropical forest,0.25,1784
"Begazo, 1999",51,Birds,Cocoi Heron,14,Ardea cocoi,Pelecaniformes,1.75,Carn,S,S America,Peru,-75.096,-4.815,No,Settlement,5,4,18.7,15,4.324,3.873,n/100km,2.25,0.222,0.027,Tropical forest,0.57,1045
"Derby, 2008",137,Mammals,Golden-mantle Saddleback Tamarin,262,Saguinus tripartitus,Primates,0.39,Omn,SC,S America,Ecuador,-76.399,-0.68,Yes,Road & Settlement,1,1,18.75,26.6,4.33,5.158,n/km2,1,-0.349,0.091,Tropical forest,4.88,1706
"Begazo, 1999",51,Birds,Grey-fronted dove,94,Leptotila rufaxila,Columbiformes,0.16,Frug,S,S America,Peru,-75.096,-4.815,No,Settlement,5,4,18.8,15.5,4.336,3.937,n/100km,2.25,0.194,0.027,Tropical forest,0.57,1045
"Suarez et al., 2013",131,Mammals,Red brocket deer,100,Mazama americana,Cetartiodactyla,22.8,Herb,SC,S America,Ecuador,-76.399,-0.68,Yes,Road & Settlement,48,48,0.462,0.608,4.337,4.472,n/km,1,-0.274,2.963,Tropical forest,4.88,1706
"Muchaal and Ngandjui, 1999",14,Mammals,Crowned monkey,49,Cercopithecus pogonias,Primates,3.76,Frug,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,31,13,0.71,0.77,4.343,2.993,n/5km ,1.5,-0.081,2.369,Tropical forest,5.59,233
"Begazo, 1999",49,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,S,S America,Peru,-75.049,-4.858,No,Settlement,5,8,19,18,4.359,4.243,n/100km,9.25,0.055,0.017,Tropical forest,0.57,1356
"Kun-Rodrigues et al., 2014",75,Mammals,Coquerel's Sifaka,220,Propithecus coquereli,Primates,4.19,Herb,S,Africa,Madagascar,46.79,-16.34,Yes,Road,3,3,19,157.1,4.359,97.402,n/km2,3.51,-2.11,0.146,Dry Deciduous Forest,16.6,261
"Topp-J?rgensen et al., 2009",144,Mammals,Blue duiker and Suni,325,"Philantomba monticola, Neotragus moschatus",Cetartiodactyla,5.7,Frug,S,Africa,Tanzania,35.967,-8.367,Yes,Settlement,1,1,19,45.3,4.359,6.731,trails/km,7.39,-0.868,0.075,Montane forest,16.97,627
"Nijman, 2004",26,Mammals,Hose¡¯s Langur,149,Presbytis hosei,Primates,6.5,Frug,SC,Asia,Indonesia,115.817,2.883,No,Settlement,44,44,19.11,17.67,4.372,4.204,groups/km2,4.5,0.079,0.002,Tropical forest,0.26,3846
"Peres, 1990",112,Mammals,Collared Titi Monkey,26,Callicebus torquatus,Primates,1.05,Omn,S,S America,Brazil,-66.516,-4.349,No,Settlement,10,10,19.5,5.733,4.416,2.394,n/km2,4.5,1.224,0.023,Tropical forest,0.94,2242
"Mena et al.,2000",81,Mammals,Geoffroy's monk saki,141,Pithecia monachus,Primates,1.54,Omn,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,20,36.9,4.472,6.075,n/km2,2,-0.612,0.001,Tropical forest,0.27,1485
"Wright et al., 2000",100,Mammals,Red-tailed Squirrel,286,Sciurus granatensis,Rodentia,0.25,Frug,SC,C America,Panama,-79.784,9.186,Yes,Settlement,18,17,20,37.012,4.472,6.084,n/km2,5.3,-0.615,0.004,Tropical forest,2.07,35
"Pia et al., 2013",86,Mammals,Culpeo fox,245,Pseudalopex culpaeus smithersi,Carnivores,8.62,Carn,S,S America,Argentina,-64.833,-31.566,No,Settlement,4,4,27.858,120.037,4.492,88.111,signs/transect,0.3,-1.46,0.141,Grasslands,3.93,83
"Derby, 2008",137,Mammals,Poeppig's Woolly Monkey,304,Lagothrix poeppigii,Primates,7.1,Frug,SC,S America,Ecuador,-76.399,-0.68,Yes,Road & Settlement,1,1,20.4,31.8,4.517,5.639,n/km2,1,-0.444,0.08,Tropical forest,4.88,1706
"Wright et al., 2000",100,Mammals,White-nosed Coati,110,Nasua narica,Carnivores,4.03,Frug,SC,C America,Panama,-79.852,9.112,Yes,Settlement,12,17,20.462,56.879,4.524,7.542,n/km2,4,-1.022,0.005,Tropical forest,62.96,154
"Lahm, 1993",11,Mammals,Moustached Monkey,45,Cercopithecus cephus,Primates,3.48,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,21,22,4.583,4.69,n/km2,8.5,-0.046,0.019,Tropical forest,0.87,619
"Mena et al.,2000",81,Birds,Spix's Guan,130,Penelope jacquacu,Galliformes,1.49,Frug,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,21.4,31.7,4.626,5.63,n/km2,2,-0.391,0.001,Tropical forest,0.27,1485
Endo et al 2010,57,Mammals,Southern Amazon Red and Sanborn's Squirrels,177,Sciurus spadiceus and S.sanborni.,Rodentia,0.27,Frug,S,S America,Peru,-71.656,-11.732,Yes,Settlement,3,3,15,16.4,4.635,4.789,n/km2,2.7,-0.089,0.06,Tropical forest,0.08,1135
"Peres, 1990",8,Mammals,Moustached tamarin,167,Saguinus mystax,Primates,0.62,Omn,S,S America,Brazil,-67.169,-5.08,No,Settlement,10,10,21.7,15.367,4.658,3.92,n/km2,4.5,0.345,0.011,Tropical forest,0.94,1737
"Muchaal and Ngandjui, 1999",14,Mammals,African brush-tailed porcupine,18,Atherurus africanus,Rodentia,1.93,Herb,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,19,13,1.16,0.77,4.664,3.642,n/5km ,15,0.41,2.571,Tropical forest,5.59,233
"Kuehl et al., 2009",43,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,SC,Africa,Gabon,10.455,-2.458,Yes,Settlement,52,45,2.385,1.556,4.666,2.71,n nests/100 m,7.5,0.427,0.141,Tropical forest,0.9,1452
"Kuehl et al., 2009",43,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,SC,Africa,Gabon,10.44,-2.551,Yes,Settlement,119,45,2.479,1.556,4.666,2.71,n nests/100 m,12.5,0.466,0.097,Tropical forest,0.9,1736
"Lahm, 1993",11,Mammals,Putty-nosed monkey,48,Cercopithecus nictitans,Primates,5.8,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,21.9,80.2,4.68,8.955,n/km2,2.5,-1.297,0.011,Tropical forest,0.87,619
"Wright et al., 2000",100,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,SC,C America,Panama,-79.702,9.101,No,Settlement,15,17,21.965,98.844,4.687,9.942,n/km2,1.7,-1.503,0.004,Tropical forest,611.17,38
"Blom et al., 2004",20,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Central African Republic,16.278,2.959,No,Road & Settlement,16,32,22,39,4.69,6.245,n 500 m blocks with signs/total n 500 m blocks,2,-0.572,0.004,Tropical forest,5.19,228
"Peres, 1990",113,Mammals,Collared Titi Monkey,26,Callicebus torquatus,Primates,1.05,Omn,S,S America,Brazil,-67.098,-4.466,No,Settlement,10,10,22,5.733,4.69,2.394,n/km2,4.5,1.345,0.022,Tropical forest,0.33,4807
"Muchaal and Ngandjui, 1999",14,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,27,13,0.85,1.23,4.729,5.733,n/5km ,30,-0.369,2.817,Tropical forest,5.59,233
"Davies et al., 2008",147,Mammals, King Colobus,330,Colobus polykomos,Primates,9.92,Herb,SC,Africa,Sierra Leone,-10.854,7.674,Yes,Settlement,1,1,22.5,51.5,4.743,7.176,n/km2,5.44,-0.827,0.064,Tropical forest,22.52,854
"Peres, 1990",113,Mammals,Brown-mantled tamarin,164,Saguinus fuscicollis,Primates,0.39,Omn,S,S America,Brazil,-67.098,-4.466,No,Settlement,10,10,22.8,11.2,4.775,3.347,n/km2,4.5,0.711,0.013,Tropical forest,0.33,4807
"Lahm, 1993",11,Mammals,Grey-cheeked mangabey,95,Lophocebus albigena,Primates,7.69,Omn,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,22.9,51.2,4.785,7.155,n/km2,8.5,-0.804,0.012,Tropical forest,0.87,619
"Kuehl et al., 2009",43,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,SC,Africa,Gabon,10.402,-2.387,Yes,Settlement,73,45,3.233,1.556,4.794,2.71,n nests/100 m,17.5,0.732,0.098,Tropical forest,0.49,1893
"Kun-Rodrigues et al., 2014",75,Mammals,Coquerel's Sifaka,220,Propithecus coquereli,Primates,4.19,Herb,S,Africa,Madagascar,47.14,-16.23,Yes,Road,3,3,23,157.1,4.796,97.402,n/km2,17.62,-1.92,0.143,Dry Deciduous Forest,25.16,117
"Wright et al., 2000",100,Mammals,White-nosed Coati,110,Nasua narica,Carnivores,4.03,Frug,SC,C America,Panama,-79.71,9.137,Yes,Settlement,16,17,23.237,56.879,4.82,7.542,n/km2,2.3,-0.895,0.004,Tropical forest,611.44,41
"Aquino et al., 2014",143,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,SC,S America,Peru,-75.218,-1.619,No,Settlement,15,15,23.8,23.8,4.879,4.879,n/km2,18,0,0.006,Tropical forest,4.43,2385
"Muchaal and Ngandjui, 1999",14,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,19,13,0.63,1.23,4.882,5.733,n/5km ,15,-0.669,4.832,Tropical forest,5.59,233
"Blom et al., 2004",20,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Central African Republic,16.331,2.876,No,Road & Settlement,16,32,24,39,4.899,6.245,n 500 m blocks with signs/total n 500 m blocks,9,-0.485,0.003,Tropical forest,5.19,438
"Peres, 1990",8,Mammals,Tufted capuchin,173,Sapajus apella,Primates,2.5,Omn,S,S America,Brazil,-67.169,-5.08,No,Settlement,10,10,24.1,19.733,4.909,4.442,n/km2,4.5,0.2,0.009,Tropical forest,0.94,1737
"Demmer et al., 2002",35,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,4.333,7.667,4.933,4.619,n/km,0.68,-0.57,0.553,Tropical forest,0.29,348
"Muchaal and Ngandjui, 1999",14,Mammals,African brush-tailed porcupine,18,Atherurus africanus,Rodentia,1.93,Herb,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,31,13,0.74,0.77,4.955,3.642,n/5km ,1.5,-0.039,3.167,Tropical forest,5.59,233
"Peres, 1990",114,Mammals,Night monkeys,9,Aotus spp,Primates,0.88,Omn,S,S America,Brazil,-68.333,-8.916,No,Settlement,10,10,24.7,8.8,4.97,2.967,n/km2,4.5,1.032,0.015,Tropical forest,1.45,1176
"Peres, 1990",113,Mammals,Tufted capuchin,173,Sapajus apella,Primates,2.5,Omn,S,S America,Brazil,-67.098,-4.466,No,Settlement,10,10,24.8,19.733,4.98,4.442,n/km2,4.5,0.229,0.009,Tropical forest,0.33,4807
"Wright et al., 2000",100,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,SC,C America,Panama,-79.784,9.186,Yes,Settlement,18,17,24.856,98.844,4.986,9.942,n/km2,5.3,-1.379,0.003,Tropical forest,2.07,35
"Begazo, 1999",50,Birds,Spix's guan,130,Penelope jacquacu,Galliformes,1.49,Frug,S,S America,Peru,-73.007,-4.473,Yes,Settlement,3,7,25,34,5,5.831,n/100km,22,-0.306,0.018,Tropical forest,5.83,2514
"Stokes et al., 2010",48,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,14,14,3.357,10.286,5.032,13.792,n/km2,3.25,-1.119,0.289,Tropical forest,0.85,4481
"Demmer et al., 2002",36,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,6.333,11,5.033,8.888,n/km,1.93,-0.55,0.428,Tropical forest,0.37,399
"Blake et al., 2013",136,Mammals,South american tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,SC,S America,Ecuador,-76.46,-0.632,Yes,Road,1,1,25.5,37.1,5.05,6.091,photos/100 trapdays,#REF!,-0.375,0.066,Tropical forest,4.88,1656.8
"Peres, 1990",114,Mammals,White-fronted capuchin,30,Cebus albifrons,Primates,2.63,Omn,S,S America,Brazil,-68.333,-8.916,No,Settlement,10,10,25.6,19.35,5.06,4.399,n/km2,4.5,0.28,0.009,Tropical forest,1.45,1176
"Marshall et al., 2006",45,Mammals,Bornean orangutan,146,Pongo pygmaeus morio,Primates,37,Frug,S,Asia,Indonesia,116.934,1.588,No,Settlement,8,10,5.776,47.118,5.094,35.586,nests/km2,15,-2.097,0.154,Tropical forest,0.55,2830
"Wright et al., 2000",100,Mammals,Red-tailed Squirrel,286,Sciurus granatensis,Rodentia,0.25,Frug,SC,C America,Panama,-79.852,9.112,Yes,Settlement,12,17,25.977,37.012,5.097,6.084,n/km2,4,-0.354,0.005,Tropical forest,62.96,154
"Begazo, 1999",49,Birds,Speckled chacalaca,119,Ortalis guttata,Galliformes,0.55,Frug,S,S America,Peru,-75.096,-4.815,No,Settlement,4,8,26,3,5.099,1.732,n/100km,4.5,2.16,0.051,Tropical forest,0.57,1045
"Demmer et al., 2002",35,Birds,Ground doves,55,Claravis mondetoura and C. pretiosa,Columbiformes,0.08,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,7.333,3.667,5.132,2.517,n/km,1.93,0.694,0.32,Tropical forest,0.29,348
"Mena et al.,2000",81,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,26.4,34.6,5.138,5.882,n/km2,2,-0.27,0.001,Tropical forest,0.27,1485
"Muchaal and Ngandjui, 1999",14,Mammals,Moustached Monkey,45,Cercopithecus cephus,Primates,3.48,Frug,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,19,13,1.21,0.69,5.144,3.065,n/5km ,15,0.562,2.469,Tropical forest,5.59,233
"Peres, 1990",8,Mammals,Red-bellied Titi Monkey,25,Callicebus moloch,Primates,0.85,Omn,S,S America,Brazil,-67.169,-5.08,No,Settlement,10,10,26.5,5.433,5.148,2.331,n/km2,4.5,1.585,0.022,Tropical forest,0.94,1737
"Mena et al.,2000",81,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,26.6,23.7,5.158,4.868,n/km2,2,0.117,0.001,Tropical forest,0.27,1485
"Wright et al., 2000",100,Mammals,White-nosed Coati,110,Nasua narica,Carnivores,4.03,Frug,SC,C America,Panama,-79.702,9.101,No,Settlement,15,17,26.705,56.879,5.168,7.542,n/km2,1.7,-0.756,0.004,Tropical forest,611.17,38
"Demmer et al., 2002",35,Mammals,Howler monkey,3,Alouatta palliata,Primates,7.27,Herb,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,3,5,5.196,5,n/km,1.93,-0.51,1.333,Tropical forest,0.29,348
"Doherty, 2005",139,Mammals,Tayra,204,Eira barbara,Carnivores,3.91,Carn,S,C America,Belize,-88.991,16.697,Yes,Settlement,1,1,27.491,5.498,5.243,2.345,obs/hour,11.68,1.609,0.218,Tropical forest,4.4,348
Endo et al 2010,57,Birds,Pale-winged trumpeter,154,Psophia leucoptera,Gruiformes,1.32,Frug,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,20.4,37.4,5.243,7.929,n/km2,15,-0.604,0.037,Tropical forest,0.08,1667
Endo et al 2010,57,Birds,Pale-winged trumpeter,154,Psophia leucoptera,Gruiformes,1.32,Frug,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,52.7,11.172,5.243,7.929,n/km2,30,1.551,0.171,Tropical forest,0.08,1706
"Pia et al., 2013",86,Mammals,Culpeo fox,245,Pseudalopex culpaeus smithersi,Carnivores,8.62,Carn,S,S America,Argentina,-64.833,-31.566,No,Settlement,5,4,28.542,120.037,5.246,88.111,signs/transect,1.12,-1.435,0.141,Grasslands,3.93,83
"Davies et al., 2008",148,Mammals,Spot-nosed monkey,329,Cercopithecus petaurista,Primates,2.77,Omn,SC,Africa,Sierra Leone,-11.165,7.905,No,Settlement,1,1,28,30.8,5.292,5.55,n/km2,1.74,-0.095,0.068,Farmbush,249.06,5
"Demmer et al., 2002",35,Birds,Yellow-crowned Amazon,212,Amazona ochrocephala,Psittaciformes,0.48,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,9,4.333,5.292,4.933,n/km,1.93,0.732,0.547,Tropical forest,0.29,348
"Demmer et al., 2002",35,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,15,10.333,5.292,9.074,n/km,0.68,0.374,0.299,Tropical forest,0.29,348
"Muchaal and Ngandjui, 1999",14,Mammals,African brush-tailed porcupine,18,Atherurus africanus,Rodentia,1.93,Herb,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,27,13,0.74,0.77,5.3,3.642,n/5km ,30,-0.039,3.62,Tropical forest,5.59,233
"Poulsen et al., 2011",142,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,SC,Africa,D.R. Congo,16.219,2.033,No,Settlement,48,48,1.5,0.9,5.302,2.474,n/km2,11.73,0.511,0.418,Tropical forest,0.37,2954
"Poulsen et al., 2011",142,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,SC,Africa,D.R. Congo,16.219,2.033,No,Settlement,48,48,1.7,1.9,5.302,10.958,n/km2,11.73,-0.111,0.896,Tropical forest,0.37,2954
"Stokes et al., 2010",48,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,11,14,2.091,7.071,5.319,8.607,n/km2,16,-1.218,0.694,Tropical forest,0.85,4481
"Mena et al.,2000",81,Birds,Grey-winged Trumpeter,153,Psophia crepitans,Gruiformes,1.03,Frug,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,28.5,80,5.339,8.944,n/km2,2,-1.028,0.001,Tropical forest,0.27,1485
"Blom et al., 2004",20,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Central African Republic,16.348,2.953,No,Road & Settlement,32,32,28.6,39,5.348,6.245,n 500 m blocks with signs/total n 500 m blocks,10,-0.31,0.002,Tropical forest,5.19,647
"Begazo, 1999",50,Birds,Pale-winged trumpeter,154,Psophia leucoptera,Gruiformes,1.32,Frug,S,S America,Peru,-73.081,-4.447,Yes,Settlement,14,7,29,59,5.385,7.681,n/100km,10.5,-0.708,0.005,Tropical forest,5.83,2161
"Wright et al., 2000",100,Mammals,Red-tailed Squirrel,286,Sciurus granatensis,Rodentia,0.25,Frug,SC,C America,Panama,-79.702,9.101,No,Settlement,15,17,29.885,37.012,5.467,6.084,n/km2,1.7,-0.214,0.004,Tropical forest,611.17,38
"Doherty, 2005",139,Mammals,Opossums,203,Didelphis spp.,Didelphimorphia,1.43,Carn,S,C America,Belize,-89.118,16.371,Yes,Settlement,1,1,29.966,5.223,5.474,2.285,obs/hour,1.05,1.747,0.225,Tropical forest,3.96,559.8
"Blom et al., 2004",20,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Central African Republic,16.351,2.953,No,Road & Settlement,32,32,30,39,5.477,6.245,n 500 m blocks with signs/total n 500 m blocks,11,-0.262,0.002,Tropical forest,5.19,712
"Mena et al.,2000",81,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,30,14.3,5.477,3.782,n/km2,2,0.741,0.002,Tropical forest,0.27,1485
"Demmer et al., 2002",35,Mammals,Squirrels,176,Sciurus spp,Rodentia,0.6,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,3.667,0.667,5.508,0.577,n/km,0.68,1.705,1.002,Tropical forest,0.29,348
"Wright et al., 2000",100,Mammals,Red-tailed Squirrel,286,Sciurus granatensis,Rodentia,0.25,Frug,SC,C America,Panama,-79.71,9.137,Yes,Settlement,16,17,30.345,37.012,5.509,6.084,n/km2,2.3,-0.198,0.004,Tropical forest,611.44,41
"Lahm, 1993",11,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,30.4,30.1,5.514,5.486,n/km2,2.5,0.01,0.014,Tropical forest,0.87,619
"Marshall et al., 2005",99,Mammals,Angolan Colobus,276,Colobus angolensis,Primates,9.85,Herb,S,Africa,Tanzania,36.457,-7.742,Yes,Settlement,11,9,8.17,2.68,5.539,2.28,n/km,9,1.115,0.122,Montane forest,15.77,1189
"Muchaal and Ngandjui, 1999",14,Mammals,Red river hog,148,Potamochoerus porcus,Cetartiodactyla,70,Omn,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,31,13,0.93,1.38,5.568,5.625,n/5km ,1.5,-0.394,2.434,Tropical forest,5.59,233
"Peres, 1990",113,Mammals,Moustached tamarin,167,Saguinus mystax,Primates,0.62,Omn,S,S America,Brazil,-67.098,-4.466,No,Settlement,10,10,31.1,15.367,5.577,3.92,n/km2,4.5,0.705,0.01,Tropical forest,0.33,4807
"Muchaal and Ngandjui, 1999",14,Mammals,Squirrels,176,Sciurus spp,Rodentia,0.6,Frug,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,19,13,2.74,2.31,5.579,6.634,n/5km ,15,0.171,0.853,Tropical forest,5.59,233
"Mena et al.,2000",81,Birds,Marbled Wood quail,115,Odontophorus gujanensis,Galliformes,0.31,Omn,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,31.2,35.3,5.586,5.941,n/km2,2,-0.122,0.001,Tropical forest,0.27,1485
Endo et al 2010,57,Birds,Spix's Guan,130,Penelope jacquacu,Galliformes,1.49,Frug,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,29.3,13.7,5.596,3.096,n/km2,15,0.761,0.029,Tropical forest,0.08,1667
Endo et al 2010,57,Birds,Spix's Guan,130,Penelope jacquacu,Galliformes,1.49,Frug,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,20.2,4.828,5.596,3.096,n/km2,30,1.432,0.163,Tropical forest,0.08,1706
"Stokes et al., 2010",48,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,12,14,3.417,4.286,5.616,5.441,n/km2,9,-0.226,0.34,Tropical forest,0.85,4481
