Reference,Study,Group,Common_nam,SpID,Species,Order,BM,Guild,Type_hunting,Region,Country,Longitude,Latitude,Protected_Area,Access_point,N_hunted,N_control,Abund_hunted,Abund_control,SD_hunted,SD_control,unit,Distance_Km,RR,SamplingVar,Biome,HumanPopDens,TravelTime
"Thiollay, 2005",55,Birds,Red-and-green Macaw and Scarlet macaw,12,Ara chloroptera and A. macao,Psittaciformes,1.11,Frug,SC,S America,French Guiana,-52.831,3.858,No,Settlement,8,7,1.08,2.02,0.77,1.27,n/10h,41.13,-0.624,0.12,Tropical forest,0.08,2745
"Parry et al., 2009",85,Mammals,Black spider monkey,17,Ateles paniscus,Primates,7.9,Frug,S,S America,Brazil,-52.67,-0.801,No,Settlement,6,8,0.567,8.307,0.771,6.966,n/km2,5,-2.681,0.396,Tropical forest,0.53,299
"Blom et al., 2004",20,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,C,Africa,Central African Republic,16.331,2.876,No,Road & Settlement,16,32,0.6,2,0.775,1.414,n 500 m blocks with signs/total n 500 m blocks,9,-1.203,0.12,Tropical forest,5.19,438
"Chiarello, 1999",155,Mammals,South American red and gray brocket deer,101,Mazama americana and M. gouazoubira,Cetartiodactyla,18.59,Herb,SC,S America,Brazil,-40.116165,-19.007167,Yes,Road & Settlement,32,30,0.6,2.5,0.775,1.581,n/10km,6.9,-1.426,0.065,Atlantic forest,28.88,173.3
Espinosa-Andrade 2012,133,Birds,Nocturnal curassow,231,Nothocrax urumutum,Galliformes,1.7,Frug,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,0.6,0.129,0.775,0.36,n/100 trap days,3.8,1.534,0.37,Tropical forest,1.54,1484
Espinosa-Andrade 2012,133,Mammals,Grey brocket deer,103,Mazama gouazoubira,Cetartiodactyla,16.63,Omn,SC,S America,Ecuador,-76.441,-0.65,Yes,Settlement,26,26,0.601,0.648,0.775,0.805,n/100 trap days,3.9,-0.076,0.123,Tropical forest,3.81,1701
"Lahm, 1993",11,Mammals,Peters' Duiker,33,Cephalophus callipygus,Cetartiodactyla,18.25,Herb,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,0.6,6.7,0.775,2.588,n/km2,2.5,-2.41,0.315,Tropical forest,0.87,619
"Remis, 2000",162,Mammals,Small diurnal monkeys,46,"Cercopithecus cephus, C. nictitans, C. pogonias and Lophocebus albigena",Primates,4.92,Frug,SC,Africa,C.A.R.,16.268,2.797,No,Settlement,6,6,0.6,0.91,0.775,0.954,calls/km,10,-0.416,0.461,Tropical forest,5.19,765
"Remis, 2000",162,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,SC,Africa,C.A.R.,16.39,2.78,No,Settlement,6,6,0.6,0.3,0.775,0.548,signs/km,35,0.693,0.833,Tropical forest,5.19,1172
"Thoisy et al., 2005",19,Mammals,Black spider monkey,17,Ateles paniscus,Primates,7.9,Frug,SC,S America,French Guiana,-53.338,5.252,No,Settlement,21,22,0.6,0.39,0.775,0.625,n/km,2.5,0.431,0.196,Tropical forest,0,1737
"Lahm, 1993",11,Mammals,Water Chevrotain,85,Hyemoschus aquaticus,Cetartiodactyla,10.85,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,0.607,0.908,0.779,0.953,n/km2,8.5,-0.403,0.55,Tropical forest,0.87,619
"Gray and Phan, 2011",37,Mammals,Leopard cat,151,Prionailurus bengalensis,Carnivores,3.3,Carn,SC,Asia,Cambodia,107,12.71,Yes,Settlement,19,18,0.47,0.837,0.78,1.423,n/100 trap nights,8.75,-0.576,0.306,Tropical forest,0.46,865
"Wright et al., 2000",100,Mammals,Howler monkey,3,Alouatta palliata,Primates,7.27,Herb,SC,C America,Panama,-79.71,9.137,Yes,Settlement,16,17,0.61,0.747,0.781,0.864,n/km,2.3,-0.203,0.181,Tropical forest,611.44,41
Espinosa-Andrade 2012,133,Birds,Salvin's Curassow,230,Mitu salvini,Galliformes,3.1,Frug,SC,S America,Ecuador,-76.441,-0.65,Yes,Settlement,26,26,0.619,6.303,0.787,2.511,n/100 trap days,3.9,-2.307,0.068,Tropical forest,3.81,1701
"Blake et al., 2007",30,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Gabon,12.827,1.877,Yes,Road,2,5,2.378,3.211,0.793,0.925,n/km2,17.5,-0.3,0.072,Tropical forest,0.79,3399
"Peres and Lake, 2003",9,Mammals,Humboldt's Woolly Monkey,90,Lagothrix lagotricha,Primates,6.3,Frug,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.635,0.71,0.797,0.843,n groups/10 km,2.25,-0.112,0.066,Tropical forest,0.24,2389
"Wang et al., 2007",90,Mammals,Crowned monkey,49,Cercopithecus pogonias,Primates,3.76,Frug,SC,Africa,Cameroon,12.867,3.533,No,Settlement,10,11,0.208,1.607,0.798,1.565,n/km,2.9,-2.042,1.557,Tropical forest,4.51,237
Urquiza-Haas et al. 2011,134,Mammals,Red and Yucatan Brown Brocket deer,102,Mazama americana and M. pandora,Cetartiodactyla,16.5,Herb,S,C America,Mexico,-87.559,21.314,No,Settlement,25,31,0.64,0.17,0.8,0.412,n/10 km,3.5,1.326,0.252,Tropical forest,5.37,334
Espinosa-Andrade 2012,133,Mammals,Tayra,204,Eira barbara,Carnivores,3.91,Carn,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,0.645,0.345,0.803,0.588,n/100 trap days,3.8,0.624,0.179,Tropical forest,1.54,1484
"Peres and Lake, 2003",9,Birds,Trumpeteers,155,Psophia spp,Gruiformes,1.2,Frug,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.647,0.669,0.804,0.818,n groups/10 km,1.75,-0.031,0.068,Tropical forest,0.24,2389
"Peres and Lake, 2003",9,Mammals,Humboldt's Woolly Monkey,90,Lagothrix lagotricha,Primates,6.3,Frug,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.646,0.71,0.804,0.843,n groups/10 km,3.75,-0.095,0.066,Tropical forest,0.24,2389
Espinosa-Andrade 2012,133,Birds,Spix's Guan,130,Penelope jacquacu,Galliformes,1.49,Frug,SC,S America,Ecuador,-76.01,-0.7,Yes,Settlement,25,26,0.651,0.027,0.807,0.164,n/100 trap days,16.5,3.188,1.494,Tropical forest,0.25,1784
"Peres and Lake, 2003",9,Mammals,Squirrel monkeys,171,Saimiri spp,Primates,0.68,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.656,0.211,0.81,0.459,n groups/10 km,1.75,1.134,0.139,Tropical forest,0.24,2389
"Wilkie et al., 1990",24,Mammals,Yellow back duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,S,Africa,D.R. Congo,28.824,2.174,No,Road & Settlement,61,62,0.66,1.87,0.812,1.368,tracks/station,1.5,-1.041,0.033,Tropical forest,3.54,214
"Cabassu, 2010",56,Mammals,White-nosed Coati,110,Nasua narica,Carnivores,4.03,Frug,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.661,0.152,0.813,0.389,n/km,3,1.473,0.816,Tropical forest,0.73,1485
Endo et al 2010,57,Birds,Blue-throated Piping-guan,139,Pipile cumanensis,Galliformes,1.24,Frug,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,1.07,1.55,0.816,0.825,n/km2,15,-0.369,0.288,Tropical forest,0.08,1667
Endo et al 2010,57,Birds,Blue-throated Piping-guan,139,Pipile cumanensis,Galliformes,1.24,Frug,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,0.53,0.551,0.816,0.825,n/km2,30,-0.038,1.537,Tropical forest,0.08,1706
"Peres and Lake, 2003",9,Mammals,Coppery and Red-bellied Titi Monkeys,24,Callicebus cupreus and C. moloch,Primates,1.1,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.668,0.076,0.817,0.276,n groups/10 km,2.25,2.174,0.326,Tropical forest,0.24,2389
